*opuštěná slova končící na 'á'
*dvě skupiny: nalezený rodič a nenalezený rodič
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	Bielczyková	Bielczyk
chybí hrana	Bieleszová	Bielesz
chybí hrana	Bierhausová	Bierhaus
chybí hrana	Biermannová	Biermann
chybí hrana	Bighamová	Bigham
chybí hrana	Bijedičová	Bijedič
chybí hrana	Bilalová	Bilal
chybí hrana	Bildtová	Bildt
chybí hrana	Billová	Bill
chybí hrana	Bilodeauová	Bilodeau
chybí hrana	Bilohuščínová	Bilohuščín
chybí hrana	Bilová	Bil
chybí hrana	Bilsonová	Bilson
chybí hrana	Biniasová	Binias
chybí hrana	Biniová	Bini
chybí hrana	Binová	Bin
chybí hrana	Biolková	Biolek
chybí hrana	Birgusová	Birgus
chybí hrana	Birkelandová	Birkeland
chybí hrana	Bisahová	Bisaha
chybí hrana	Biseková	Bisek
chybí hrana	Biskupcová	Biskupec
chybí hrana	Bissellová	Bissell
chybí hrana	Bitterová	bitter
chybí hrana	Bittová	Bitta
chybí hrana	Bitvarová	Bitvar
chybí hrana	Biwottová	Biwott
chybí hrana	Bičáková	Bičák
chybí hrana	Biňovcová	Biňovec
chybí hrana	Bjačková	Bjaček
chybí hrana	Bjedovová	Bjedov
chybí hrana	Bjelicová	Bjelica
chybí hrana	Bjoergenová	Bjoergen
chybí hrana	Björforsová	Björfors
chybí hrana	Blachaová	Blacha
chybí hrana	Blachová	Blach
chybí hrana	Blackshawová	Blackshaw
chybí hrana	Blackwoodová	Blackwood
chybí hrana	Blahetová	Blaheta
chybí hrana	Blahnová	Blahna
chybí hrana	Blahoušková	Blahoušek
chybí hrana	Blahovcová	Blahovec
chybí hrana	Blahošová	Blahoš
chybí hrana	Blahunková	Blahunek
chybí hrana	Blahušková	Blahušek
chybí hrana	Blaháčková	Blaháček
chybí hrana	Blahútová	Blahút
chybí hrana	Blahůšková	Blahůšek
chybí hrana	Blaiseová	Blaise
chybí hrana	Blaiveová	Blaive
chybí hrana	Blakeleyová	Blakeley
chybí hrana	Blakelyová	Blakely
chybí hrana	Blanchardová	Blanchard
