*slova končící na 'izmus' bez rodiče
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	unionizmus	unionismus
chybí hrana	unitarizmus	unitarismus
chybí hrana	urbanizmus	urbanismus
chybí hrana	utilitarianizmus	utilitarianismus
chybí hrana	utilitarizmus	utilitarismus
chybí hrana	utilizmus	utilismus
chybí hrana	utrakvizmus	utrakvismus
chybí hrana	vagabundizmus	vagabundismus
chybí hrana	vaginizmus	vaginismus
chybí hrana	valorizmus	valorismus
chybí hrana	velkohungarizmus	velkohungarismus
chybí hrana	velkokapitalizmus	velkokapitalismus
chybí hrana	verifikacionizmus	verifikacionismus
chybí hrana	verizmus	verismus
chybí hrana	viklefizmus	viklefismus
chybí hrana	virilizmus	virilismus
chybí hrana	vizualizmus	vizualismus
chybí hrana	višnuizmus	višnuismus
chybí hrana	vlezdoprdelizmus	vlezdoprdelismus
chybí hrana	vokalizmus	vokalismus
chybí hrana	voltairianizmus	voltairianismus
chybí hrana	voltinizmus	voltinismus
chybí hrana	voluntarizmus	voluntarismus
chybí hrana	vorticizmus	vorticismus
chybí hrana	vulgarizmus	vulgarismus
chybí hrana	wahhábizmus	wahhábismus
chybí hrana	wallenrodizmus	wallenrodismus
chybí hrana	weismannizmus	weismannismus
chybí hrana	wertherizmus	wertherismus
chybí hrana	xantorizmus	xantorismus
chybí hrana	zarathustrizmus	zarathustrismus
chybí hrana	zenbuddhizmus	zenbuddhismus
chybí hrana	zenbudhizmus	zenbudhismus
chybí hrana	zenizmus	zenismus
chybí hrana	zoomorfizmus	zoomorfismus
chybí hrana	zoroastrizmus	zoroastrismus
chybí hrana	zurvanizmus	zurvanismus
chybí hrana	zélotizmus	zélotismus
chybí hrana	éterizmus	éterismus
chybí hrana	čechizmus	čechismus
chybí hrana	čechocentrizmus	čechocentrismus
chybí hrana	čechoslovakizmus	čechoslovakismus
chybí hrana	šaktizmus	šaktismus
chybí hrana	šarlatanizmus	šarlatanismus
chybí hrana	šintoizmus	šintoismus
chybí hrana	šivaizmus	šivaismus
chybí hrana	šmeralizmus	šmeralismus
chybí hrana	šovinizmus	šovinismus
chybí hrana	švejkizmus	švejkismus
chybí hrana	šíitizmus	šíitismus
chybí hrana	židobolševizmus	židobolševismus
chybí hrana	židoplutokratizmus	židoplutokratismus
