*s jakou četností se liší slova s rozdílem jednoho písmena
*tabulka četností sestupně 
*typ vztahu	četnost v procentech
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'	64.37130289701199
*tato dvojice slov není nijak příbuzná	30.537438697608575
*rodičem v tomto vztahu je slovo obsahující 'z' místo 's' 	5.086202538045401
*tato dvojice slov je příbuzná, ale ne napřímo	0.005055867334041155
*
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'
*hrana	otec	syn
hrana	civilisovatelně	civilizovatelně
hrana	civilisovavší	civilizovavší
hrana	civilisování	civilizování
hrana	civilisovávací	civilizovávací
hrana	civilisovávající	civilizovávající
hrana	civilisovávanost	civilizovávanost
hrana	civilisovávaný	civilizovávaný
hrana	civilisovávaně	civilizovávaně
hrana	civilisovávat	civilizovávat
hrana	civilisovávatelnost	civilizovávatelnost
hrana	civilisovávatelný	civilizovávatelný
hrana	civilisovávatelně	civilizovávatelně
hrana	civilisovávání	civilizovávání
hrana	civilisující	civilizující
hrana	cloisonnismus	cloisonnizmus
hrana	colbertismus	colbertizmus
hrana	cyklodiskuse	cyklodiskuze
hrana	cykloexkurse	cykloexkurze
hrana	cykloterorismus	cykloterorizmus
hrana	cykloturismus	cykloturizmus
hrana	cykloverse	cykloverze
hrana	cytoplasma	cytoplazma
hrana	cytosin	cytozin
hrana	césar	cézar
hrana	césarův	cézarův
hrana	césura	cézura
hrana	cézannismus	cézannizmus
hrana	cézarismus	cézarizmus
hrana	dadaismus	dadaizmus
hrana	dalajlamismus	dalajlamizmus
hrana	daltonismus	daltonizmus
hrana	darwinismus	darwinizmus
hrana	decentralisace	decentralizace
hrana	decentralisační	decentralizační
hrana	decentralisačně	decentralizačně
hrana	decentralisovací	decentralizovací
hrana	decentralisovanost	decentralizovanost
hrana	decentralisovaný	decentralizovaný
hrana	decentralisovaně	decentralizovaně
hrana	decentralisovat	decentralizovat
hrana	decentralisovatelnost	decentralizovatelnost
hrana	decentralisovatelný	decentralizovatelný
hrana	decentralisovatelně	decentralizovatelně
hrana	decentralisování	decentralizování
hrana	decentralisovávací	decentralizovávací
hrana	decentralisovávající	decentralizovávající
hrana	decentralisovávanost	decentralizovávanost
hrana	decentralisovávaný	decentralizovávaný
hrana	decentralisovávaně	decentralizovávaně
hrana	decentralisovávat	decentralizovávat
hrana	decentralisovávatelnost	decentralizovávatelnost
hrana	decentralisovávatelný	decentralizovávatelný
hrana	decentralisovávatelně	decentralizovávatelně
hrana	decentralisovávání	decentralizovávání
hrana	decentralisující	decentralizující
hrana	defensiva	defenziva
hrana	defensivní	defenzivní
hrana	defensivně	defenzivně
hrana	defensor	defenzor
hrana	defensorův	defenzorův
hrana	defétismus	defétizmus
hrana	dehumanisace	dehumanizace
hrana	deionisace	deionizace
hrana	deionisační	deionizační
hrana	deionisačně	deionizačně
hrana	deionisovací	deionizovací
hrana	deionisovanost	deionizovanost
hrana	deionisovaný	deionizovaný
hrana	deionisovaně	deionizovaně
hrana	deionisovat	deionizovat
hrana	deionisovatelnost	deionizovatelnost
hrana	deionisovatelný	deionizovatelný
hrana	deionisovatelně	deionizovatelně
hrana	deionisování	deionizování
hrana	deionisovávací	deionizovávací
hrana	deionisovávající	deionizovávající
hrana	deionisovávanost	deionizovávanost
hrana	deionisovávaný	deionizovávaný
hrana	deionisovávaně	deionizovávaně
hrana	deionisovávat	deionizovávat
hrana	deionisovávatelnost	deionizovávatelnost
hrana	deionisovávatelný	deionizovávatelný
hrana	deionisovávatelně	deionizovávatelně
hrana	deionisovávání	deionizovávání
hrana	deionisující	deionizující
hrana	deismus	deizmus
hrana	dekompensovat	dekompenzovat
hrana	dekonstruktivismus	dekonstruktivizmus
hrana	dekorativismus	dekorativizmus
hrana	demilitarisace	demilitarizace
hrana	demilitarisovací	demilitarizovací
hrana	demilitarisovanost	demilitarizovanost
hrana	demilitarisovaný	demilitarizovaný
hrana	demilitarisovaně	demilitarizovaně
hrana	demilitarisovat	demilitarizovat
hrana	demilitarisovatelnost	demilitarizovatelnost
hrana	demilitarisovatelný	demilitarizovatelný
hrana	demilitarisovatelně	demilitarizovatelně
hrana	demilitarisovavší	demilitarizovavší
hrana	demilitarisování	demilitarizování
hrana	demilitarisovávací	demilitarizovávací
hrana	demilitarisovávající	demilitarizovávající
hrana	demilitarisovávanost	demilitarizovávanost
hrana	demilitarisovávaný	demilitarizovávaný
hrana	demilitarisovávaně	demilitarizovávaně
hrana	demilitarisovávat	demilitarizovávat
hrana	demilitarisovávatelnost	demilitarizovávatelnost
hrana	demilitarisovávatelný	demilitarizovávatelný
hrana	demilitarisovávatelně	demilitarizovávatelně
hrana	demilitarisovávání	demilitarizovávání
hrana	demilitarisující	demilitarizující
hrana	demobilisace	demobilizace
hrana	demobilisační	demobilizační
hrana	demobilisačně	demobilizačně
hrana	demobilisovací	demobilizovací
hrana	demobilisovanost	demobilizovanost
hrana	demobilisovaný	demobilizovaný
hrana	demobilisovaně	demobilizovaně
hrana	demobilisovat	demobilizovat
hrana	demobilisovatelnost	demobilizovatelnost
hrana	demobilisovatelný	demobilizovatelný
hrana	demobilisovatelně	demobilizovatelně
hrana	demobilisování	demobilizování
hrana	demobilisovávací	demobilizovávací
hrana	demobilisovávající	demobilizovávající
hrana	demobilisovávanost	demobilizovávanost
hrana	demobilisovávaný	demobilizovávaný
hrana	demobilisovávaně	demobilizovávaně
hrana	demobilisovávat	demobilizovávat
hrana	demobilisovávatelnost	demobilizovávatelnost
hrana	demobilisovávatelný	demobilizovávatelný
hrana	demobilisovávatelně	demobilizovávatelně
hrana	demobilisovávání	demobilizovávání
hrana	demobilisující	demobilizující
hrana	demokratisace	demokratizace
hrana	demokratismus	demokratizmus
hrana	demokratisovací	demokratizovací
hrana	demokratisovanost	demokratizovanost
hrana	demokratisovaný	demokratizovaný
hrana	demokratisovaně	demokratizovaně
hrana	demokratisovat	demokratizovat
hrana	demokratisovatelnost	demokratizovatelnost
hrana	demokratisovatelný	demokratizovatelný
hrana	demokratisovatelně	demokratizovatelně
hrana	demokratisovavší	demokratizovavší
hrana	demokratisování	demokratizování
hrana	demokratisovávací	demokratizovávací
hrana	demokratisovávající	demokratizovávající
hrana	demokratisovávanost	demokratizovávanost
hrana	demokratisovávaný	demokratizovávaný
hrana	demokratisovávaně	demokratizovávaně
hrana	demokratisovávat	demokratizovávat
hrana	demokratisovávatelnost	demokratizovávatelnost
hrana	demokratisovávatelný	demokratizovávatelný
hrana	demokratisovávatelně	demokratizovávatelně
hrana	demokratisovávání	demokratizovávání
hrana	demokratisující	demokratizující
hrana	demoralisace	demoralizace
hrana	demoralisovací	demoralizovací
hrana	demoralisovanost	demoralizovanost
hrana	demoralisovaný	demoralizovaný
hrana	demoralisovaně	demoralizovaně
hrana	demoralisovat	demoralizovat
hrana	demoralisovatelnost	demoralizovatelnost
hrana	demoralisovatelný	demoralizovatelný
hrana	demoralisovatelně	demoralizovatelně
hrana	demoralisování	demoralizování
hrana	demoralisovávací	demoralizovávací
hrana	demoralisovávající	demoralizovávající
hrana	demoralisovávanost	demoralizovávanost
hrana	demoralisovávaný	demoralizovávaný
hrana	demoralisovávaně	demoralizovávaně
hrana	demoralisovávat	demoralizovávat
hrana	demoralisovávatelnost	demoralizovávatelnost
hrana	demoralisovávatelný	demoralizovávatelný
hrana	demoralisovávatelně	demoralizovávatelně
hrana	demoralisovávání	demoralizovávání
hrana	demoralisující	demoralizující
hrana	densimetr	denzimetr
hrana	depersonalisace	depersonalizace
hrana	deposice	depozice
hrana	deposit	depozit
hrana	depositní	depozitní
hrana	depositně	depozitně
hrana	depositor	depozitor
hrana	depositorka	depozitorka
hrana	depositorčin	depozitorčin
hrana	depositorův	depozitorův
hrana	depositum	depozitum
hrana	depositární	depozitární
hrana	depositárně	depozitárně
hrana	deratisace	deratizace
hrana	desartikulace	dezartikulace
hrana	deserce	dezerce
hrana	desert	dezert
hrana	desertní	dezertní
hrana	desertovací	dezertovací
hrana	desertovanost	dezertovanost
hrana	desertovaný	dezertovaný
hrana	desertovaně	dezertovaně
hrana	desertovat	dezertovat
hrana	desertovatelnost	dezertovatelnost
hrana	desertovatelný	dezertovatelný
hrana	desertovatelně	dezertovatelně
hrana	desertování	dezertování
hrana	desertovávací	dezertovávací
hrana	desertovávající	dezertovávající
hrana	desertovávanost	dezertovávanost
hrana	desertovávaný	dezertovávaný
hrana	desertovávaně	dezertovávaně
hrana	desertovávat	dezertovávat
hrana	desertovávatelnost	dezertovávatelnost
hrana	desertovávatelný	dezertovávatelný
hrana	desertovávatelně	dezertovávatelně
hrana	desertovávání	dezertovávání
hrana	desertující	dezertující
hrana	desertér	dezertér
hrana	desertérka	dezertérka
hrana	desertérčin	dezertérčin
hrana	desertérův	dezertérův
hrana	desideratum	dezideratum
hrana	desiluze	deziluze
hrana	desinfekce	dezinfekce
hrana	desinfektor	dezinfektor
hrana	desinfektorka	dezinfektorka
hrana	desinfektorčin	dezinfektorčin
hrana	desinfektorův	dezinfektorův
hrana	desinfekční	dezinfekční
hrana	desinfekčně	dezinfekčně
hrana	desinfikovací	dezinfikovací
hrana	desinfikovanost	dezinfikovanost
hrana	desinfikovaný	dezinfikovaný
hrana	desinfikovaně	dezinfikovaně
hrana	desinfikovat	dezinfikovat
hrana	desinfikovatelnost	dezinfikovatelnost
hrana	desinfikovatelný	dezinfikovatelný
hrana	desinfikovatelně	dezinfikovatelně
hrana	desinfikování	dezinfikování
hrana	desinfikovávací	dezinfikovávací
hrana	desinfikovávající	dezinfikovávající
hrana	desinfikovávanost	dezinfikovávanost
hrana	desinfikovávaný	dezinfikovávaný
hrana	desinfikovávaně	dezinfikovávaně
hrana	desinfikovávat	dezinfikovávat
hrana	desinfikovávatelnost	dezinfikovávatelnost
hrana	desinfikovávatelný	dezinfikovávatelný
hrana	desinfikovávatelně	dezinfikovávatelně
hrana	desinfikovávání	dezinfikovávání
hrana	desinfikující	dezinfikující
hrana	desinformace	dezinformace
hrana	desinformační	dezinformační
hrana	desinformačně	dezinformačně
hrana	desinformovací	dezinformovací
hrana	desinformovanost	dezinformovanost
hrana	desinformovaný	dezinformovaný
hrana	desinformovaně	dezinformovaně
hrana	desinformovat	dezinformovat
hrana	desinformovatelnost	dezinformovatelnost
hrana	desinformovatelný	dezinformovatelný
hrana	desinformovatelně	dezinformovatelně
hrana	desinformovavší	dezinformovavší
hrana	desinformování	dezinformování
hrana	desinformovávací	dezinformovávací
hrana	desinformovávající	dezinformovávající
hrana	desinformovávanost	dezinformovávanost
hrana	desinformovávaný	dezinformovávaný
hrana	desinformovávaně	dezinformovávaně
hrana	desinformovávat	dezinformovávat
hrana	desinformovávatelnost	dezinformovávatelnost
hrana	desinformovávatelný	dezinformovávatelný
hrana	desinformovávatelně	dezinformovávatelně
hrana	desinformovávání	dezinformovávání
hrana	desinformující	dezinformující
hrana	desinsekce	dezinsekce
hrana	desinsekční	dezinsekční
hrana	desinsekčně	dezinsekčně
hrana	desintegrace	dezintegrace
hrana	desinterpretace	dezinterpretace
hrana	desinterpretovací	dezinterpretovací
hrana	desinterpretovanost	dezinterpretovanost
hrana	desinterpretovaný	dezinterpretovaný
hrana	desinterpretovaně	dezinterpretovaně
hrana	desinterpretovat	dezinterpretovat
hrana	desinterpretovatelnost	dezinterpretovatelnost
hrana	desinterpretovatelný	dezinterpretovatelný
hrana	desinterpretovatelně	dezinterpretovatelně
hrana	desinterpretování	dezinterpretování
hrana	desinterpretovávací	dezinterpretovávací
hrana	desinterpretovávanost	dezinterpretovávanost
hrana	desinterpretovávaný	dezinterpretovávaný
hrana	desinterpretovávaně	dezinterpretovávaně
hrana	desinterpretovávat	dezinterpretovávat
hrana	desinterpretovávatelnost	dezinterpretovávatelnost
hrana	desinterpretovávatelný	dezinterpretovávatelný
hrana	desinterpretovávatelně	dezinterpretovávatelně
hrana	desinterpretovávání	dezinterpretovávání
hrana	desolátní	dezolátní
hrana	desolátně	dezolátně
hrana	desorganisovavší	desorganizovavší
hrana	desorganisující	desorganizující
hrana	desorientace	dezorientace
hrana	desorientovací	dezorientovací
hrana	desorientovanost	dezorientovanost
hrana	desorientovaný	dezorientovaný
hrana	desorientovaně	dezorientovaně
hrana	desorientovatelnost	dezorientovatelnost
hrana	desorientovatelný	dezorientovatelný
hrana	desorientovatelně	dezorientovatelně
hrana	desorientování	dezorientování
hrana	desorientovávací	dezorientovávací
hrana	desorientovávanost	dezorientovávanost
hrana	desorientovávaný	dezorientovávaný
hrana	desorientovávaně	dezorientovávaně
hrana	desorientovávat	dezorientovávat
hrana	desorientovávatelnost	dezorientovávatelnost
hrana	desorientovávatelný	dezorientovávatelný
hrana	desorientovávatelně	dezorientovávatelně
hrana	desorientovávání	dezorientovávání
hrana	desoxyribonukleovost	dezoxyribonukleovost
hrana	desoxyribonukleový	dezoxyribonukleový
hrana	desoxyribonukleově	dezoxyribonukleově
hrana	despotismus	despotizmus
hrana	destrukcionismus	destrukcionizmus
hrana	destruktivismus	destruktivizmus
hrana	desén	dezén
hrana	desénovost	dezénovost
hrana	desénový	dezénový
hrana	detense	detenze
hrana	determinismus	determinizmus
hrana	deterse	deterze
hrana	detrusor	detruzor
hrana	devisa	deviza
hrana	devisní	devizní
hrana	devisně	devizně
hrana	devisovost	devizovost
hrana	devisový	devizový
hrana	dialektismus	dialektizmus
hrana	diamagnetismus	diamagnetizmus
hrana	diapositiv	diapozitiv
hrana	dichroismus	dichroizmus
hrana	didaktismus	didaktizmus
hrana	diecése	diecéze
hrana	difuse	difuze
hrana	difusor	difuzor
hrana	difuzionismus	difuzionizmus
hrana	digitalisace	digitalizace
hrana	digitalisační	digitalizační
hrana	digitalisačně	digitalizačně
hrana	diisopropyl	diizopropyl
hrana	diisopropylamin	diizopropylamin
hrana	dikrotismus	dikrotizmus
hrana	diletantismus	diletantizmus
hrana	dimensace	dimenzace
hrana	dimensační	dimenzační
hrana	dimense	dimenze
hrana	dimensionální	dimenzionální
hrana	dimensionálně	dimenzionálně
hrana	dimensovací	dimenzovací
hrana	dimensovanost	dimenzovanost
hrana	dimensovaný	dimenzovaný
hrana	dimensovaně	dimenzovaně
hrana	dimensovat	dimenzovat
hrana	dimensovatelnost	dimenzovatelnost
hrana	dimensovatelný	dimenzovatelný
hrana	dimensovatelně	dimenzovatelně
hrana	dimensování	dimenzování
hrana	dimensovávací	dimenzovávací
hrana	dimensovávanost	dimenzovávanost
hrana	dimensovávaný	dimenzovávaný
hrana	dimensovávaně	dimenzovávaně
hrana	dimensovávat	dimenzovávat
hrana	dimensovávatelnost	dimenzovávatelnost
hrana	dimensovávatelný	dimenzovávatelný
hrana	dimensovávatelně	dimenzovávatelně
hrana	dimensovávání	dimenzovávání
hrana	dimorfismus	dimorfizmus
hrana	dimotikismus	dimotikizmus
hrana	diogenismus	diogenizmus
hrana	dionýsie	dionýzie
hrana	dirigismus	dirigizmus
hrana	disertace	dizertace
hrana	disertant	dizertant
hrana	disertační	dizertační
hrana	disertačně	dizertačně
hrana	disharmonickost	dizharmonickost
hrana	disharmonicky	dizharmonicky
hrana	disharmonický	dizharmonický
hrana	diskoverse	diskoverze
hrana	diskurs	diskurz
hrana	diskursivní	diskurzivní
hrana	diskursivně	diskurzivně
hrana	diskursní	diskurzní
hrana	diskursně	diskurzně
hrana	diskuse	diskuze
hrana	diskusechtivost	diskuzechtivost
hrana	diskusechtivý	diskuzechtivý
hrana	diskusechtivě	diskuzechtivě
hrana	diskusní	diskuzní
hrana	diskusně	diskuzně
hrana	dispensační	dispenzační
hrana	dispensovací	dispenzovací
hrana	dispensovanost	dispenzovanost
hrana	dispensovaný	dispenzovaný
hrana	dispensovaně	dispenzovaně
hrana	dispensovat	dispenzovat
hrana	dispensovatelnost	dispenzovatelnost
hrana	dispensovatelný	dispenzovatelný
hrana	dispensovatelně	dispenzovatelně
hrana	dispensovavší	dispenzovavší
hrana	dispensování	dispenzování
hrana	dispensovávací	dispenzovávací
hrana	dispensovávající	dispenzovávající
hrana	dispensovávanost	dispenzovávanost
hrana	dispensovávaný	dispenzovávaný
hrana	dispensovávaně	dispenzovávaně
hrana	dispensovávat	dispenzovávat
hrana	dispensovávatelnost	dispenzovávatelnost
hrana	dispensovávatelný	dispenzovávatelný
hrana	dispensovávatelně	dispenzovávatelně
hrana	dispensovávání	dispenzovávání
hrana	dispensární	dispenzární
hrana	dispensárně	dispenzárně
hrana	dispensář	dispenzář
hrana	disperse	disperze
hrana	dispersní	disperzní
hrana	dispersně	disperzně
hrana	disposice	dispozice
hrana	dispositiv	dispozitiv
hrana	disposiční	dispoziční
hrana	disposičně	dispozičně
hrana	distorse	distorze
hrana	diversant	diverzant
hrana	diversantka	diverzantka
hrana	diversantní	diverzantní
hrana	diversantně	diverzantně
hrana	diversantskost	diverzantskost
hrana	diversantsky	diverzantsky
hrana	diversantský	diverzantský
hrana	diversantčin	diverzantčin
hrana	diversantův	diverzantův
hrana	diverse	diverze
hrana	diversifikace	diverzifikace
hrana	diversifikační	diverzifikační
hrana	diversifikačně	diverzifikačně
hrana	diversifikovací	diverzifikovací
hrana	diversifikovanost	diverzifikovanost
hrana	diversifikovaný	diverzifikovaný
hrana	diversifikovaně	diverzifikovaně
hrana	diversifikovat	diverzifikovat
hrana	diversifikovatelnost	diverzifikovatelnost
hrana	diversifikovatelný	diverzifikovatelný
hrana	diversifikovatelně	diverzifikovatelně
hrana	diversifikovavší	diverzifikovavší
hrana	diversifikování	diverzifikování
hrana	diversifikovávací	diverzifikovávací
hrana	diversifikovávající	diverzifikovávající
hrana	diversifikovávanost	diverzifikovávanost
hrana	diversifikovávaný	diverzifikovávaný
hrana	diversifikovávaně	diverzifikovávaně
hrana	diversifikovávat	diverzifikovávat
hrana	diversifikovávatelnost	diverzifikovávatelnost
hrana	diversifikovávatelný	diverzifikovávatelný
hrana	diversifikovávatelně	diverzifikovávatelně
hrana	diversifikovávání	diverzifikovávání
hrana	diversifikující	diverzifikující
hrana	divise	divize
hrana	divisionář	divizionář
hrana	divisionářův	divizionářův
hrana	divisní	divizní
hrana	divisně	divizně
hrana	divizionismus	divizionizmus
hrana	doautomatisovací	doautomatizovací
hrana	doautomatisovanost	doautomatizovanost
hrana	doautomatisovaný	doautomatizovaný
hrana	doautomatisovaně	doautomatizovaně
hrana	doautomatisovat	doautomatizovat
hrana	doautomatisovatelnost	doautomatizovatelnost
hrana	doautomatisovatelný	doautomatizovatelný
hrana	doautomatisovatelně	doautomatizovatelně
hrana	doautomatisovavší	doautomatizovavší
hrana	doautomatisování	doautomatizování
hrana	doautomatisovávací	doautomatizovávací
hrana	doautomatisovávající	doautomatizovávající
hrana	doautomatisovávanost	doautomatizovávanost
hrana	doautomatisovávaný	doautomatizovávaný
hrana	doautomatisovávaně	doautomatizovávaně
hrana	doautomatisovávat	doautomatizovávat
hrana	doautomatisovávatelnost	doautomatizovávatelnost
hrana	doautomatisovávatelný	doautomatizovávatelný
hrana	doautomatisovávatelně	doautomatizovávatelně
hrana	doautomatisovávání	doautomatizovávání
hrana	docensurovací	docenzurovací
hrana	docensurovanost	docenzurovanost
hrana	docensurovaný	docenzurovaný
hrana	docensurovaně	docenzurovaně
hrana	docensurovat	docenzurovat
hrana	docensurovatelnost	docenzurovatelnost
hrana	docensurovatelný	docenzurovatelný
hrana	docensurovatelně	docenzurovatelně
hrana	docensurovavší	docenzurovavší
hrana	docensurování	docenzurování
hrana	docensurovávací	docenzurovávací
hrana	docensurovávající	docenzurovávající
hrana	docensurovávanost	docenzurovávanost
hrana	docensurovávaný	docenzurovávaný
hrana	docensurovávaně	docenzurovávaně
hrana	docensurovávat	docenzurovávat
hrana	docensurovávatelnost	docenzurovávatelnost
hrana	docensurovávatelný	docenzurovávatelný
hrana	docensurovávatelně	docenzurovávatelně
hrana	docensurovávání	docenzurovávání
hrana	docentralisovací	docentralizovací
hrana	docentralisovanost	docentralizovanost
