*opuštěná slova končící na 'čko' nebo 'ček'
*dvě skupiny: nalezený rodič a nenalezený rodič
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	orchestříček	orchestřík
chybí hrana	osaháníčko	osahání
chybí hrana	osmikolečko	osmikole
chybí hrana	ostruháček	ostruha
chybí hrana	osvědčeníčko	osvědčení
chybí hrana	osvěženíčko	osvěžení
chybí hrana	ovocíčko	ovoce
chybí hrana	oznámeníčko	oznámení
chybí hrana	oživeníčko	oživení
chybí hrana	pacholíček	pacholík
chybí hrana	pacholíček	pacholík
chybí hrana	pajzlíček	pajzl
chybí hrana	pamětníček	pamětní
chybí hrana	panďuláček	panďulák
chybí hrana	papežíček	papež
chybí hrana	papíreček	papír
chybí hrana	patáček	pat
chybí hrana	patříčko	patař
chybí hrana	pařníček	pařník
chybí hrana	pašeráček	pašerák
chybí hrana	pekelníček	pekelník
chybí hrana	pendreček	pendrek
chybí hrana	penízeček	peníze
chybí hrana	petrklíček	petrklíč
chybí hrana	pečeníčko	pečení
chybí hrana	pidiautíčko	pidiauto
chybí hrana	pidibaráček	pidibarák
chybí hrana	pidibyteček	pidibyt
chybí hrana	pidiměstečko	pidiměsto
chybí hrana	pidisáleček	pidisálek
chybí hrana	pijáček	piják
chybí hrana	pikolíček	pikolík
chybí hrana	placáček	plac
chybí hrana	plameňáček	plameňák
chybí hrana	plaváníčko	plavání
chybí hrana	ploužáček	ploužák
chybí hrana	plukovníček	plukovní
chybí hrana	pláceček	plácek
chybí hrana	pláneček	plán
chybí hrana	pobaveníčko	pobavení
chybí hrana	pochoďáček	pochoďák
chybí hrana	podběráček	podběrák
chybí hrana	poddubáček	poddubák
chybí hrana	podhlavníček	podhlavník
chybí hrana	podkrovíčko	podkroví
chybí hrana	podnikatelíček	podnikatel
chybí hrana	podnikáníčko	podnikání
chybí hrana	podojeníčko	podojení
chybí hrana	podprdelníček	podprdelník
chybí hrana	podáníčko	podání
chybí hrana	podíleček	podíl
chybí hrana	podíváníčko	podívání
chybí hrana	podýcháníčko	podýchání
chybí hrana	poděkováníčko	poděkování
chybí hrana	pohoupáníčko	pohoupání
chybí hrana	pohověníčko	pohovění
chybí hrana	poháreček	pohár
chybí hrana	poježděníčko	poježdění
chybí hrana	pojištěníčko	pojištění
chybí hrana	pokecáníčko	pokecání
chybí hrana	poklůpeček	poklůpek
chybí hrana	pokoukáníčko	pokoukání
chybí hrana	pokoupáníčko	pokoupání
chybí hrana	pokušeníčko	pokušení
chybí hrana	pokáníčko	pokání
chybí hrana	polétáníčko	polétání
chybí hrana	poníženíčko	ponížení
chybí hrana	poplatníček	poplatník
chybí hrana	popovídáníčko	popovídání
chybí hrana	popěveček	popěvek
chybí hrana	porníčko	porno
chybí hrana	porušeníčko	porušení
chybí hrana	posloucháníčko	poslouchání
chybí hrana	pospáníčko	pospání
chybí hrana	posvíceníčko	posvícení
chybí hrana	potomeček	potom
chybí hrana	potrsáníčko	potrsání
chybí hrana	potvrzeníčko	potvrzení
chybí hrana	potěšeníčko	potěšení
chybí hrana	poučeníčko	poučení
chybí hrana	pouťáček	pouť
chybí hrana	povalováníčko	povalování
chybí hrana	povozeníčko	povození
chybí hrana	povyraženíčko	povyražení
chybí hrana	povzbuzeníčko	povzbuzení
chybí hrana	pováleníčko	poválení
chybí hrana	povídáníčko	povídání
chybí hrana	pozadíčko	pozadí
chybí hrana	pozdviženíčko	pozdvižení
chybí hrana	počítáníčko	počítání
chybí hrana	pořádníček	pořádník
chybí hrana	pošimráníčko	pošimrání
chybí hrana	poštěváček	poštěvák
chybí hrana	pracovníček	pracovní
chybí hrana	prasátečko	prasátko
chybí hrana	prděníčko	prdění
chybí hrana	presíčko	pres
chybí hrana	prodleníčko	prodlení
chybí hrana	propadáček	propad
chybí hrana	proseníčko	prosení
chybí hrana	prostěradlíčko	prostěradlo
chybí hrana	proužeček	proužek
chybí hrana	provázeček	provázek
chybí hrana	prsíčko	prs
chybí hrana	prsťáček	prsť
chybí hrana	prváček	prvák
chybí hrana	pryskyřníček	pryskyřník
chybí hrana	prádelníček	prádelní
chybí hrana	právníček	právní
chybí hrana	prášeček	prášek
chybí hrana	průjmíček	průjem
chybí hrana	ptáček	pták
chybí hrana	puclíček	puclík
chybí hrana	pupkáček	pupkáč
chybí hrana	pupíneček	pupínek
chybí hrana	pápěříčko	pápěří
chybí hrana	pécéčko	péci
chybí hrana	pětikolečko	pětikolo
chybí hrana	pětníček	pětník
chybí hrana	přebyteček	přebytek
chybí hrana	předeček	před
chybí hrana	předsevzetíčko	předsevzetí
chybí hrana	představeníčko	představení
chybí hrana	přespoláček	přespolák
chybí hrana	přetaktováníčko	přetaktování
chybí hrana	převleček	převlek
chybí hrana	přihoříváníčko	přihořívání
chybí hrana	přilepšeníčko	přilepšení
chybí hrana	příborníček	příborník
chybí hrana	příkladeček	příklad
chybí hrana	případíček	případ
chybí hrana	příplateček	příplatek
chybí hrana	příspěveček	příspěvek
chybí hrana	přístrojíček	přístroj
chybí hrana	příživníček	příživník
chybí hrana	pšeníčko	pšenka
chybí hrana	rakytníček	rakytník
chybí hrana	ramínečko	ramínko
chybí hrana	razítečko	razítko
chybí hrana	raťafáček	raťafák
chybí hrana	reparáteček	reparát
chybí hrana	rojeníčko	rojení
chybí hrana	rojáček	roj
chybí hrana	rolníček	rolní
chybí hrana	rozcestníček	rozcestní
chybí hrana	rozchodníček	rozchodník
chybí hrana	rumeček	rum
chybí hrana	rumíček	rum
chybí hrana	rváček	rváč
chybí hrana	rychlíček	rychlík
chybí hrana	ráječek	ráj
chybí hrana	růžeček	růže
chybí hrana	sazebníček	sazební
chybí hrana	sbíráníčko	sbírání
chybí hrana	sdruženíčko	sdružení
chybí hrana	sedlíčko	sedlo
chybí hrana	seníček	sen
chybí hrana	setkáníčko	setkání
chybí hrana	sevřeníčko	sevření
chybí hrana	skanzeneček	skanzen
chybí hrana	skicáček	skicák
chybí hrana	sklepéček	sklep
chybí hrana	sklípeček	sklípek
chybí hrana	skáčko	ska
chybí hrana	skřeček	skřek
chybí hrana	skříteček	skřítek
chybí hrana	slamníček	slamník
chybí hrana	sloneček	slon
chybí hrana	slunečníček	sluneční
chybí hrana	slušňáček	slušňák
chybí hrana	smaragdíček	smaragd
chybí hrana	smažáček	smažák
chybí hrana	smoteček	smotek
chybí hrana	smrádeček	smrádek
chybí hrana	smrťáček	smrťák
chybí hrana	smítečko	smítko
chybí hrana	smíšeček	smíšek
chybí hrana	snoubeneček	snoubenka
chybí hrana	souboreček	soubor
chybí hrana	soukromíčko	soukromí
chybí hrana	sousedeček	soused
chybí hrana	spláceníčko	splácení
chybí hrana	spláveček	splávek
chybí hrana	spořeníčko	spoření
chybí hrana	sprosťáček	sprosťák
chybí hrana	stehlíček	stehlík
chybí hrana	stmíváníčko	stmívání
chybí hrana	stojáneček	stojánek
chybí hrana	stoupáníčko	stoupání
chybí hrana	strpeníčko	strpení
chybí hrana	stupíneček	stupínek
chybí hrana	stáneček	stánek
chybí hrana	stíneček	stín
chybí hrana	stěhováček	stěhovák
chybí hrana	suchoučko	sucho
chybí hrana	svaleček	sval
chybí hrana	svalíček	sval
chybí hrana	svezeníčko	svezení
chybí hrana	sviteček	svit
chybí hrana	sváteček	svát
chybí hrana	svědectvíčko	svědectví
chybí hrana	svědomíčko	svědomí
chybí hrana	světlíček	světlík
chybí hrana	sádeček	sádka
chybí hrana	sádlíčko	sádlo
chybí hrana	taháček	tah
chybí hrana	tajtrlíček	tajtrlík
chybí hrana	talentíček	talent
chybí hrana	talířeček	talíř
chybí hrana	tatíneček	tatínek
chybí hrana	tenisáček	tenis
chybí hrana	teroristíček	terorista
chybí hrana	teréňáček	teréňák
chybí hrana	tlacháníčko	tlachání
chybí hrana	tlemeníčko	tlemení
chybí hrana	topeníčko	topení
chybí hrana	totáček	totáč
chybí hrana	toustíček	toust
chybí hrana	touženíčko	toužení
chybí hrana	traumíčko	trauma
chybí hrana	trestňáček	trestňák
chybí hrana	trojkolečko	trojkolo
chybí hrana	trpajzlíček	trpajzlík
chybí hrana	trumfeček	trumf
chybí hrana	trápeníčko	trápení
chybí hrana	tuleníčko	tulení
chybí hrana	tupláček	tuplák
chybí hrana	tuzemáček	tuzemák
chybí hrana	tučňáček	tučňák
chybí hrana	tvořeníčko	tvoření
chybí hrana	tyraneček	tyran
chybí hrana	táceček	tác
chybí hrana	tílečko	tílko
chybí hrana	tóneček	tón
chybí hrana	týmeček	tým
chybí hrana	týčko	týk
chybí hrana	těšeníčko	těšení
chybí hrana	tříkolečko	tříkole
chybí hrana	udáníčko	udání
chybí hrana	uskupeníčko	uskupení
chybí hrana	uspokojeníčko	uspokojení
chybí hrana	utrpeníčko	utrpení
chybí hrana	ušáček	ušák
chybí hrana	vazeček	vaz
chybí hrana	vařeníčko	vaření
chybí hrana	vedlejšáček	vedlejšák
chybí hrana	vesmíreček	vesmír
chybí hrana	večerníček	večerní
chybí hrana	vláčíček	vláče
chybí hrana	volníčko	volní
chybí hrana	voláneček	volán
chybí hrana	voživeníčko	voživení
chybí hrana	vrkoček	vrkoč
chybí hrana	vrtáček	vrt
chybí hrana	vstaváček	vstavka
chybí hrana	vuklíček	vukle
chybí hrana	vybaveníčko	vybavení
chybí hrana	vybydleníčko	vybydlení
chybí hrana	vydíráníčko	vydírání
chybí hrana	vylepšeníčko	vylepšení
chybí hrana	vyloučeníčko	vyloučení
chybí hrana	vyprávěníčko	vyprávění
chybí hrana	vystoupeníčko	vystoupení
chybí hrana	vzdycháček	vzdych
chybí hrana	vzpomínáček	vzpomínka
chybí hrana	véčko	vé
chybí hrana	výhledeček	výhled
chybí hrana	výjevíček	výjev
chybí hrana	výletíček	výlet
chybí hrana	výreček	výr
chybí hrana	výstaveček	výstav
chybí hrana	všiváček	všivák
chybí hrana	zabijáček	zabiják
chybí hrana	zahradníček	zahradní
chybí hrana	zajček	za
chybí hrana	zakrslíček	zakrslík
chybí hrana	zamyšleníčko	zamyšlení
chybí hrana	zaměstnáníčko	zaměstnání
chybí hrana	zaďáček	zaďák
chybí hrana	zařízeníčko	zařízení
chybí hrana	zbytkáček	zbytkák
chybí hrana	zdobeníčko	zdobení
chybí hrana	zdrojíček	zdroj
chybí hrana	zděšeníčko	zděšení
chybí hrana	zdřímnutíčko	zdřímnutí
chybí hrana	zefýreček	zefýr
chybí hrana	zelenoočko	zeleno
chybí hrana	zetíček	zet
chybí hrana	zipeček	zip
chybí hrana	zjištěníčko	zjištění
chybí hrana	zklamáníčko	zklamání
chybí hrana	zkoušeníčko	zkoušení
chybí hrana	zlatníček	zlatník
chybí hrana	zlobeníčko	zlobení
chybí hrana	zmilelíček	zmilele
chybí hrana	znamínečko	znamínko
chybí hrana	zobáníčko	zobání
chybí hrana	zoftíček	zoft
chybí hrana	zpožděníčko	zpoždění
chybí hrana	zpíváníčko	zpívání
chybí hrana	zraněníčko	zranění
chybí hrana	zrcátečko	zrcátko
chybí hrana	zvoneček	zvon
chybí hrana	zádrhelíček	zádrhel
chybí hrana	zájezdeček	zájezd
chybí hrana	záměreček	záměr
chybí hrana	zápaleček	zápal
chybí hrana	zápěstíčko	zápěstí
chybí hrana	zároháček	zárohák
chybí hrana	zástupeček	zástup
chybí hrana	závazeček	závaz
chybí hrana	zázemíčko	zázemí
chybí hrana	zážiteček	zážitek
chybí hrana	áčko	á
chybí hrana	úchyláček	úchyl
chybí hrana	údeček	úd
chybí hrana	úkolníček	úkolník
chybí hrana	úleček	úl
chybí hrana	ústaveček	ústav
chybí hrana	útulkáček	útulkáč
chybí hrana	černoočko	černo
chybí hrana	čertíček	čertí
chybí hrana	četníček	četník
chybí hrana	čtyrkolečko	čtyrkole
chybí hrana	čudlíček	čudl
chybí hrana	čuráček	čurák
chybí hrana	ďobáníčko	ďobání
chybí hrana	ďůleček	ďůlek
chybí hrana	ňufáníčko	ňufání
chybí hrana	řebříček	řebř
chybí hrana	ředitelíček	ředitel
chybí hrana	řezníček	řezník
chybí hrana	řešeníčko	řešení
chybí hrana	řízeček	říz
chybí hrana	šasíčko	šasí
chybí hrana	šediváček	šedivák
chybí hrana	šerifáček	šerif
chybí hrana	šestikolečko	šestikolo
chybí hrana	školkáček	školka
chybí hrana	škrabáček	škrabák
chybí hrana	škvoreček	škvor
chybí hrana	šmelináříček	šmelinář
chybí hrana	šneček	šnek
chybí hrana	šnuptychlíček	šnuptychl
chybí hrana	šosáček	šos
chybí hrana	štemplíček	štempl
chybí hrana	štofeček	štof
chybí hrana	štípnutíčko	štípnutí
chybí hrana	štěňátečko	štěňátko
chybí hrana	švestkáček	švestkáč
chybí hrana	šéfíček	šéf
chybí hrana	šňupáníčko	šňupání
chybí hrana	ťapáček	ťapka
chybí hrana	ťuplíček	ťuplík
chybí hrana	ťupíček	ťupka
chybí hrana	žalovníček	žalovník
chybí hrana	žbrdleníčko	žbrdlení
chybí hrana	žirafáček	žirafák
chybí hrana	žlučníček	žluční
chybí hrana	žolíček	žolík
chybí hrana	žrádlíčko	žrádlo
chybí hrana	župáneček	župánek
*
*nenalezen předek
chybí hrana	autovláček
chybí hrana	biobalíček
chybí hrana	biobůček
chybí hrana	biochlebíček
chybí hrana	biosyreček
chybí hrana	bistříčko
chybí hrana	božíneček
chybí hrana	bévépéčko
chybí hrana	ceklíček
chybí hrana	chlebáček
chybí hrana	churáček
chybí hrana	chydáček
chybí hrana	crček
chybí hrana	cveklíček
chybí hrana	cyklobalíček
chybí hrana	cykloobleček
chybí hrana	cykloposlíček
chybí hrana	cákaneček
chybí hrana	cédéčko
chybí hrana	cétéčko
chybí hrana	derbíčko
chybí hrana	devítikolečko
chybí hrana	diarámeček
chybí hrana	dinovláček
chybí hrana	diskotričko
chybí hrana	dvojelpéčko
chybí hrana	dvojjablíčko
chybí hrana	dvojrámeček
chybí hrana	dvojtričko
chybí hrana	dvoucedéčko
chybí hrana	dvouháček
chybí hrana	dvouměstečko
chybí hrana	dépéháčko
chybí hrana	dévédéčko
chybí hrana	ekovláček
chybí hrana	elpíčko
chybí hrana	embéčko
chybí hrana	emhádéčko
chybí hrana	empívíčko
