*geografické pojmy začínající velkým písmenem, které mají identické slovo v derinetu začínající malým písmenem a nejsou k sobě připojeni
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	Světice	světice
chybí hrana	Světlice	světlice
chybí hrana	Světlík	světlík
chybí hrana	Syrovátka	syrovátka
chybí hrana	Syrák	syrák
chybí hrana	Sítina	sítina
chybí hrana	Síč	síč
chybí hrana	Tala	tala
chybí hrana	Tanečnice	tanečnice
chybí hrana	Tapa	tapa
chybí hrana	Tartar	tartar
chybí hrana	Tata	tata
chybí hrana	Taverna	taverna
chybí hrana	Telecí	telecí
chybí hrana	Telemark	telemark
chybí hrana	Tema	tema
chybí hrana	Tempe	tempe
chybí hrana	Templ	templ
chybí hrana	Teplice	teplice
chybí hrana	Terrassa	terrassa
chybí hrana	Tichomoří	tichomoří
chybí hrana	Tis	tis
chybí hrana	Tisovec	tisovec
chybí hrana	Tlustice	tlustice
chybí hrana	Tobolka	tobolka
chybí hrana	Tonga	tonga
chybí hrana	Topol	topol
chybí hrana	Tori	tori
chybí hrana	Tournai	tournai
chybí hrana	Trnovec	trnovec
chybí hrana	Trojmezí	trojmezí
chybí hrana	Trávník	trávník
chybí hrana	Tupec	tupec
chybí hrana	Tuřice	tuřice
chybí hrana	Tweed	tweed
chybí hrana	Tábor	tábor
chybí hrana	Týniště	týniště
chybí hrana	Třenice	třenice
chybí hrana	Třešňovec	třešňovec
chybí hrana	Třtí	třtí
chybí hrana	Třístoličník	třístoličník
chybí hrana	Tříč	tříč
chybí hrana	Uran	uran
chybí hrana	Urda	urda
chybí hrana	Uzenice	uzenice
chybí hrana	Valcha	valcha
chybí hrana	Vals	vals
chybí hrana	Vara	vara
chybí hrana	Varna	varna
chybí hrana	Vavřín	vavřín
chybí hrana	Vaňkovka	vaňkovka
chybí hrana	Velebit	velebit
chybí hrana	Velryba	velryba
chybí hrana	Vepřová	vepřová
chybí hrana	Ves	ves
chybí hrana	Veselice	veselice
chybí hrana	Veselka	veselka
chybí hrana	Veselí	veselí
chybí hrana	Veselíčko	veselíčko
chybí hrana	Veveří	veveří
chybí hrana	Vidlák	vidlák
chybí hrana	Vidrholec	vidrholec
chybí hrana	Villa	villa
chybí hrana	Vilín	vilín
chybí hrana	Vimperk	vimperk
chybí hrana	Vinohrádek	vinohrádek
chybí hrana	Vlasatice	vlasatice
chybí hrana	Vlárský	vlárský
chybí hrana	Vlčice	vlčice
chybí hrana	Vlčí	vlčí
chybí hrana	Voda	voda
chybí hrana	Volavec	volavec
chybí hrana	Volga	volga
chybí hrana	Volovec	volovec
chybí hrana	Volovice	volovice
chybí hrana	Volta	volta
chybí hrana	Volárna	volárna
chybí hrana	Vosí	vosí
chybí hrana	Voznice	voznice
chybí hrana	Vranice	vranice
chybí hrana	Vrbka	vrbka
chybí hrana	Vrbice	vrbice
chybí hrana	Vrbička	vrbička
chybí hrana	Vrchovina	vrchovina
chybí hrana	Vršíček	vršíček
chybí hrana	Vychovatelna	vychovatelna
chybí hrana	Vydří	vydří
chybí hrana	Vysočina	vysočina
chybí hrana	Vystrkov	vystrkov
chybí hrana	Vyšehrad	vyšehrad
chybí hrana	Váh	váh
chybí hrana	Vápenice	vápenice
chybí hrana	Vápno	vápno
chybí hrana	Vídrholec	vídrholec
chybí hrana	Víska	víska
chybí hrana	Vítání	vítání
chybí hrana	Vížka	vížka
chybí hrana	Výrovka	výrovka
chybí hrana	Výsluní	výsluní
chybí hrana	Výtopa	výtopa
chybí hrana	Výtoň	výtoň
chybí hrana	Výšina	výšina
chybí hrana	Včelnice	včelnice
chybí hrana	Včelínek	včelínek
chybí hrana	Větrov	větrov
chybí hrana	Věž	věž
chybí hrana	Věžnice	věžnice
chybí hrana	Věžná	věžná
chybí hrana	Worcester	worcester
chybí hrana	Ypres	ypres
chybí hrana	Zahrada	zahrada
chybí hrana	Zahradnice	zahradnice
chybí hrana	Zahrádka	zahrádka
chybí hrana	Zaječice	zaječice
chybí hrana	Zaječí	zaječí
chybí hrana	Zastávka	zastávka
chybí hrana	Zboží	zboží
chybí hrana	Zdobnička	zdobnička
chybí hrana	Zvonařka	zvonařka
chybí hrana	Záduší	záduší
chybí hrana	Záhrobí	záhrobí
chybí hrana	Zájezd	zájezd
chybí hrana	Zákoutí	zákoutí
chybí hrana	Zámezí	zámezí
chybí hrana	Zámostí	zámostí
chybí hrana	Zásada	zásada
chybí hrana	Záseka	záseka
chybí hrana	Záskalí	záskalí
chybí hrana	Závada	závada
chybí hrana	Závist	závist
chybí hrana	Zářečí	zářečí
chybí hrana	Absurdistán	absurdistán
chybí hrana	Kulaťák	kulaťák
chybí hrana	Kocourkov	kocourkov
chybí hrana	Kamenice	kamenice
chybí hrana	Modřice	modřice
chybí hrana	Oblík	oblík
chybí hrana	Rakovec	rakovec
chybí hrana	Tajná	tajná
chybí hrana	Trosky	trosky
chybí hrana	Vavřinec	vavřinec
chybí hrana	Úbočí	úbočí
chybí hrana	Údolí	údolí
chybí hrana	Úhelnice	úhelnice
chybí hrana	Ústí	ústí
chybí hrana	Úterý	úterý
chybí hrana	Čabrak	čabrak
chybí hrana	Čep	čep
chybí hrana	Čepice	čepice
chybí hrana	Černava	černava
chybí hrana	Černice	černice
chybí hrana	Černýš	černýš
chybí hrana	Červenka	červenka
chybí hrana	Červeňák	červeňák
chybí hrana	Člunek	člunek
chybí hrana	Čop	čop
chybí hrana	Čud	čud
chybí hrana	Číhaná	číhaná
chybí hrana	Číž	číž
chybí hrana	Ďáblice	ďáblice
chybí hrana	Ředička	ředička
chybí hrana	Řeka	řeka
chybí hrana	Řepice	řepice
chybí hrana	Řepiště	řepiště
chybí hrana	Řepka	řepka
chybí hrana	Řevnice	řevnice
chybí hrana	Řež	řež
chybí hrana	Říše	říše
chybí hrana	Šach	šach
chybí hrana	Šafránka	šafránka
chybí hrana	Šajch	šajch
chybí hrana	Šala	šala
chybí hrana	Šamotka	šamotka
chybí hrana	Šaratice	šaratice
chybí hrana	Šedivec	šedivec
chybí hrana	Škarda	škarda
chybí hrana	Šolta	šolta
chybí hrana	Špejchar	špejchar
chybí hrana	Špinka	špinka
chybí hrana	Špičák	špičák
chybí hrana	Štola	štola
chybí hrana	Štvanice	štvanice
chybí hrana	Štípa	štípa
chybí hrana	Šírava	šírava
chybí hrana	Žabovřesky	žabovřesky
chybí hrana	Žabovřesky	žabovřesky
chybí hrana	Žatec	žatec
chybí hrana	Žebrovice	žebrovice
chybí hrana	Žebrák	žebrák
chybí hrana	Železnice	železnice
chybí hrana	Žernov	žernov
chybí hrana	Židovice	židovice
chybí hrana	Žihle	žihle
chybí hrana	Žilina	žilina
chybí hrana	Žleb	žleb
chybí hrana	Žlutice	žlutice
chybí hrana	Žlábek	žlábek
chybí hrana	Žlíbek	žlíbek
