*opuštěná slova končící na 'vka', 'čka', 'nka', 'žka', 'ka'
*dvě skupiny: nalezený rodič a nenalezený rodič
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	Agnieska
chybí hrana	Agnieszka
chybí hrana	Agniezska
chybí hrana	Agrobanka
chybí hrana	Agrostrojanka
chybí hrana	Agrovanka
chybí hrana	Ahsoka
chybí hrana	Akorďanka
chybí hrana	Alešanka
chybí hrana	Aljaška
chybí hrana	Aljošenka
chybí hrana	Alpalouka
chybí hrana	Alšovka
chybí hrana	Amarušataka
chybí hrana	Amchitka
chybí hrana	Amerika
chybí hrana	Amátka
chybí hrana	Andulička
chybí hrana	Anežka
chybí hrana	Anglobanka
chybí hrana	Anielka
chybí hrana	Anika
chybí hrana	Anička
chybí hrana	Annuška
chybí hrana	Anoka
chybí hrana	Anynka
chybí hrana	Apolénka
chybí hrana	Araňka
chybí hrana	Arbesovka
chybí hrana	Arktika
chybí hrana	Arlesanka
chybí hrana	Arlesiánka
chybí hrana	Armaturka
chybí hrana	Arnika
chybí hrana	Artbanka
chybí hrana	Australorumunka
chybí hrana	Avramovska
chybí hrana	Azeťanka
chybí hrana	Baarovka
chybí hrana	Babetka
chybí hrana	Babuška
chybí hrana	Balabenka
chybí hrana	Balabuška
chybí hrana	Balonka
chybí hrana	Baltika
chybí hrana	Balynka
chybí hrana	Bambujka
chybí hrana	Banjaluka
chybí hrana	Baračka
chybí hrana	Baromantika
chybí hrana	Bauka
chybí hrana	Bauska
chybí hrana	Bavoračka
chybí hrana	Bačkárka
chybí hrana	Becherovka
chybí hrana	Bechyňačka
chybí hrana	Bedruňka
chybí hrana	Belánka
chybí hrana	Bendovka
chybí hrana	Benešačka
chybí hrana	Benfika
chybí hrana	Beobanka
chybí hrana	Berenika
chybí hrana	Berouňačka
chybí hrana	Beroňka
chybí hrana	Bershka
chybí hrana	Beryaska
chybí hrana	Beskidzka
chybí hrana	Bessynka
chybí hrana	Bestofka
chybí hrana	Betonika
chybí hrana	Bezanka
chybí hrana	Bezovka
chybí hrana	Bezručovka
chybí hrana	Bianka
chybí hrana	Biedronka
chybí hrana	Bioska
chybí hrana	Biotika
chybí hrana	Biskupovka
chybí hrana	Bitýška
chybí hrana	Bivojanka
chybí hrana	Blatenka
chybí hrana	Blatnička
chybí hrana	Blaťanka
chybí hrana	Bleskovka
chybí hrana	Blinka
chybí hrana	Bludověnka
chybí hrana	Boanka
chybí hrana	Bobelovka
chybí hrana	Bobrovanka
chybí hrana	Bobrůvanka
chybí hrana	Bobrůvka
chybí hrana	Bohemka
chybí hrana	Bohumíňačka
chybí hrana	Boháňka
chybí hrana	Boleslavačka
chybí hrana	Bolkonska
chybí hrana	Bolševička
chybí hrana	Borodinovka
chybí hrana	Borovinka
chybí hrana	Borovnička
chybí hrana	Borovovanka
chybí hrana	Borověnka
chybí hrana	Bosiljka
chybí hrana	Boskověnka
chybí hrana	Botkyrka
chybí hrana	Boušovka
chybí hrana	Božka
chybí hrana	Bratřejůvka
chybí hrana	Brdatka
chybí hrana	Brlenka
chybí hrana	Brněnka
chybí hrana	Brodečka
chybí hrana	Brodzka
chybí hrana	Broumovanka
chybí hrana	Broumovačka
chybí hrana	Broďačka
chybí hrana	Broďulka
chybí hrana	Brslenka
chybí hrana	Brtnička
chybí hrana	Bruntalačka
chybí hrana	Brusenka
chybí hrana	Brčalka
chybí hrana	Brčálka
chybí hrana	Brňačka
chybí hrana	Budějovanka
chybí hrana	Budějovičačka
chybí hrana	Buka
chybí hrana	Bulánka
chybí hrana	Bundesbanka
chybí hrana	Butovanka
chybí hrana	Butyrka
chybí hrana	Buzulka
chybí hrana	Bučalka
chybí hrana	Bučkovanka
chybí hrana	Bučávka
chybí hrana	Buďánka
chybí hrana	Bystrička
chybí hrana	Byšička
chybí hrana	Báthoryčka
chybí hrana	Bílovčanka
chybí hrana	Bóbrka
chybí hrana	Běluňka
chybí hrana	Bětulinka
chybí hrana	Břeclavačka
chybí hrana	Březovanka
chybí hrana	Casamanka
chybí hrana	Cerekvička
chybí hrana	Chabarovka
chybí hrana	Chabařovičanka
chybí hrana	Charitka
chybí hrana	Cheznovanka
chybí hrana	Chodovanka
chybí hrana	Chodynka
chybí hrana	Chomutovačka
chybí hrana	Chotovenka
chybí hrana	Chrudimačka
chybí hrana	Cigelka
chybí hrana	Cilinka
chybí hrana	Coka
chybí hrana	Coopbanka
chybí hrana	Cvinka
chybí hrana	Cyrenajka
chybí hrana	Czanka
chybí hrana	Cílka
chybí hrana	DJka
chybí hrana	Dalmatinka
chybí hrana	Dambořanka
chybí hrana	Datyňanka
chybí hrana	Debinka
chybí hrana	Dedinka
chybí hrana	Demänovka
chybí hrana	Desanka
chybí hrana	Deseniška
chybí hrana	Deštenka
chybí hrana	Dháka
chybí hrana	Dháranípitaka
chybí hrana	Diaka
chybí hrana	Dikaňka
chybí hrana	Dmytrivka
chybí hrana	Dobranka
chybí hrana	Dobrovanka
chybí hrana	Doka
chybí hrana	Dolinečka
chybí hrana	Dolívka
chybí hrana	Dolšanka
chybí hrana	Dominička
chybí hrana	Domovanka
chybí hrana	Dorritka
chybí hrana	Doubenka
chybí hrana	Doubravěnka
chybí hrana	Drachtinka
chybí hrana	Draslovka
chybí hrana	Drietomanka
chybí hrana	Dudinka
chybí hrana	Dunávka
chybí hrana	Durbinka
chybí hrana	Dvorska
chybí hrana	Dvořačka
chybí hrana	Dváraka
chybí hrana	Dwarka
chybí hrana	Dyjička
chybí hrana	Dášeňka
chybí hrana	Dúbravanka
chybí hrana	Děrničanka
chybí hrana	Dřevjanka
chybí hrana	Důbravanka
chybí hrana	Ekoagrobanka
chybí hrana	Ekoanalytika
chybí hrana	Ekobanka
chybí hrana	Eliška
chybí hrana	Erička
chybí hrana	Erosnička
chybí hrana	Erzetka
chybí hrana	Eržička
chybí hrana	Eska
chybí hrana	Estelka
chybí hrana	Etiopianka
