*dohledaná slova, která mají stejnou podčást jako potomci daného affixoidu
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	-arch-	antimonarchický
chybí hrana	-arch-	zanarchizovávání
chybí hrana	-arch-	vyarchívovatelnost
chybí hrana	-arch-	anarchizovávat
chybí hrana	-arch-	fotoarchivářčin
chybí hrana	-arch-	proarchívovávanost
chybí hrana	-arch-	archivařívatelný
chybí hrana	-arch-	proarchivovatelnost
chybí hrana	-arch-	meziarchív
chybí hrana	-arch-	archaizovatelnost
chybí hrana	-arch-	zaarchaizovávatelný
chybí hrana	-arch-	vyarchívovávat
chybí hrana	-arch-	vyarchívovávatelnost
chybí hrana	-arch-	zanarchizovatelný
chybí hrana	-arch-	anarchistickost
chybí hrana	-arch-	zanarchizovávatelný
chybí hrana	-arch-	archivařící
chybí hrana	-arch-	vyarchívovávaně
chybí hrana	-arch-	anarchokomunistickost
chybí hrana	-arch-	zarchaizovávaný
chybí hrana	-arch-	zanarchisovávaný
chybí hrana	-arch-	monarchofašismus
chybí hrana	-arch-	anarchosyndikalistka
chybí hrana	-arch-	zmonarchizovávací
chybí hrana	-arch-	zarchaizovávatelnost
chybí hrana	-arch-	zarchaisovávaný
